sample_id,platform_id_x,type,provider,molecular_characterisation_type,instrument_model,library_strategy,platform_id_y,model_id
E5R_021a05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1788
A3512_52,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-BR120
E6R_005a03,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-462
AFG 1135-15,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1993
A2001-04,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2083
A1742-28,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2054
AFG1200-47,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2068
E6R_033a10,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-700
A1742-52,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2108
A2355-01,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2478
AFG1095-4,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3002
A2553_39,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2452
E6R_005a05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-514
A3559_52,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2888
A2001-24,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2056
E4R_072c6,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-676
AFG1200-50,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2081
AFG1200-28,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2095
A1798-15,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1991
E6R_028e05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-449
A1901-27,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2282
A2553_07,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2255
AFG1177-13,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1012
A1742-43,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2094
E5R_071c10,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-677
A1742-33,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2057
A3559_45,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2889
E5R_071c20,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-529
A2553_09,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2453
E5R_009a20,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1172
A2553_49,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2443
E6R_028e01,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1162
AFG1095-6,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3013
E4R_072d2,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1176
AFG1177-49,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2127
DNA9215-014A,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-908
AFG1095-11,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-713
E5R_071f01,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-698
E5R_071a01,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1228
AFG1125-26,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2053
AFG1095-2,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-883
A1742-21,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2084
AFG1177-62,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2090
AFG1177-69,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1994
A2553_35,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2537
E5R_021a24,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-470
E5R_021a30,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1765
E6R_033a18,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1003
A2035-09,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2250
A1798-08,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-672
E5R_021a31,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-666
A1742-25,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2085
A3512_36,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2708
A3512_60,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2734
A1762-11,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2052
AFG1125-22,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2046
A3512_29,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2720
A3512_41,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-SMTCA96
E5R_057a09,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1407
A3559_44,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2640
A1742-36,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2132
AFG1177-43,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-504
E6R_005a02,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-276
AFG1177-22,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-538
A1762-03,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3012
A2553_41,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2324
E6R_028d01,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-289
A1762-04,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3038
AFG1095-18,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1834
E6R_033a02,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-260
E6R_033a16,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-274
AFG1177-19,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-923
A2001-13,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2124
AFG1177-21,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-937
A3559_46,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2871
A1742-27,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2050
A1798-05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-857
E6R_033a15,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-MX1
E7R_018a03,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-658
AFG1095-31,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1997
E5R_057a13,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-498
A2553_23,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2521
A1798-32,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1982
A3559_51,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-TH-001
AFG1177-38,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-117
A3559_49,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2938
DNA9215-015A,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-881
AFG 1135-24,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2045
AFG1200-35,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2051
E6R_048a05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-739
AFG1177-39,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1410
A1762-12,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2131
AFG1125-4,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3011
AFG1095-5,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3005
AFG 1135-23,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3039
A3111_A_02,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2327
A3512_49,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2426
AFG 1135-25,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1649
E4R_072b1,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-574
A1798-26,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2156
EA12146_256209_HG-U133_PLUS_2_CR-LI-002-P5-072512,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-LI-002
AFG1177-44,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2036
E7R_018a06,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-616
E6R_033a08,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-602
E5R_071b06,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-158
A2001-15,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2234
E6R_028b02,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1729
A1762-10,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2220
E5R_071c06,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-400
AFG1177-25,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-401
A1798-07,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1072
AFG1177-58,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1066
A3559_56,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-OV-027
A1742-41,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1258
A1798-24,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2194
A3512_47,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-SMTCA18
A3512_39,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-SMTCA24
A2001-21,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2157
E7R_059a03,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1853
AFG1177-11,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-575
A2001-25,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3063
E5R_071c19,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1674
A2553_11,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2357
A3559_40,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2425
E5R_071c15,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-211
A1762-06,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2155
A1742-54,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2141
A1762-13,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2196
AFG1177-18,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-749
A3111_A_03,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2828
AFG1125-3,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2035
E5R_057a07,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-615
E5R_071c09,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-629
A3559_42,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2579
A1762-08,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2237
A2553_30,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-3100
E5R_071b11,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-984
A2035-06,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2183
A2001-19,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2197
A2553_42,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2140
A2001-05,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2395
A2553_43,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2424
A3512_46,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2356
A1798-28,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1887
AFG 1135-26,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-1129
E6R_033a07,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-214
A2001-16,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-566
A1742-37,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2150
A3512_58,expression_Affymetrix_HGU133plus2,expression,CRL,expression,Affymetrix HGU133plus2,,expression_Affymetrix_HGU133plus2,CRL-2622
