model_id,provider,model_type,publications,age_in_years_at_collection,diagnosis,tumour_type,primary_site,sex,ethnicity,mt
SIDM01071,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 25877200,PMID: 10987304,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 23716474,PMID: 9559342,PMID: 11314036,PMID: 20679594,PMID: 22961666,PMID: 31068700,PMID: 20557307,PMID: 31803961,PMID: 30894373,PMID: 25485619",52,Small Cell Lung Carcinoma,Primary,Lung,Male,Not provided,Cell Line
SIDM01067,CMP,Cell Line,"PMID: 26589293,PMID: 30038707,PMID: 22460905,PMID: 27397505,PMID: 11314036,PMID: 20679594,PMID: 22751098,PMID: 16187286,PMID: 26361996,PMID: 10987304,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 20215515,PMID: 9559342,PMID: 23733853,PMID: 25960936,PMID: 25984343,PMID: 35117401,PMID: 31803961,PMID: 29444439,PMID: 30894373,PMID: 29681454,PMID: 25485619",39,Lung Adenocarcinoma,Primary,Lung,Female,Not provided,Cell Line
SIDM01064,CMP,Cell Line,"PMID: 35839778,PMID: 8558920,PMID: 2690233,PMID: 22460905,PMID: 9685479,PMID: 2602652,PMID: 27397505,PMID: 29533902,PMID: 17065008,PMID: 31160637,PMID: 3713248,PMID: 12581897,PMID: 19380639,PMID: 20628145,PMID: 25894527,PMID: 31068700,PMID: 30894373,PMID: 20164919",74,Hodgkin's Lymphoma,Metastatic,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01062,CMP,Cell Line,"PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 34339474,PMID: 10913678,PMID: 27397505,PMID: 31978347,PMID: 20215515,PMID: 24176112,PMID: 28196595,PMID: 31068700,PMID: 30894373",50,Breast Carcinoma,Primary,Breast,Female,Not provided,Cell Line
SIDM01060,CMP,Cell Line,"PMID: 11668190,PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 6929009,PMID: 1822769,PMID: 4153924,PMID: 31068700,PMID: 20164919,PMID: 405430,PMID: 30894373,PMID: 954556,PMID: 25056119",42,Melanoma,Metastatic,Skin,Male,Not provided,Cell Line
SIDM01066,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 6539703,PMID: 21584902,PMID: 22460905,PMID: 10709110,PMID: 27397505,PMID: 31978347,PMID: 6929009,PMID: 2337917,PMID: 2344628,PMID: 31068700,PMID: 11668190,PMID: 405430,PMID: 30894373,PMID: 25485619",26,Melanoma,Metastatic,Skin,Male,Not provided,Cell Line
SIDM01059,CMP,Cell Line,"PMID: 8325707,PMID: 26589293,PMID: 22383533,PMID: 35839778,PMID: 25877200,PMID: 20164919,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 31068700,PMID: 11668190,PMID: 9354451,PMID: 30894373,PMID: 25485619",64,Cutaneous Melanoma,Primary,Skin,Female,Not provided,Cell Line
SIDM01038,CMP,Cell Line,"PMID: 25355872,PMID: 26439697,PMID: 26194763,PMID: 22460905,PMID: 21746927,PMID: 27397505,PMID: 30285677,PMID: 25315077,PMID: 9753063,PMID: 29666304,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 27697772,PMID: 25877200,PMID: 35839778,PMID: 25688540,PMID: 31160637,PMID: 30629668,PMID: 25960936,PMID: 12683869,PMID: 17332242,PMID: 16960149,PMID: 16448697,PMID: 30894373,PMID: 25485619",78,Mantle Cell Lymphoma,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01015,CMP,Cell Line,"PMID: 35839778,PMID: 22460905,PMID: 9305612,PMID: 10071072,PMID: 27397505,PMID: 30285677,PMID: 30629668,PMID: 31068700,PMID: 16408098,PMID: 30894373",73,Chronic Myelogenous Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01012,CMP,Cell Line,"PMID: 20454443,PMID: 26589293,PMID: 35839778,PMID: 22460905,PMID: 3093393,PMID: 27397505,PMID: 20215515,PMID: 3262465,PMID: 29989027,PMID: 30285677,PMID: 30629668,PMID: 31068700,PMID: 31160637,PMID: 30894373,PMID: 20164919",73,B-Cell Prolymphocytic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01011,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 27397505,PMID: 16960149,PMID: 20628145,PMID: 7849311,PMID: 28196595,PMID: 9724100,PMID: 30894373,PMID: 19278952,PMID: 7949096,PMID: 25485619",23,Mediastinal Thymic Large B-Cell Cell Lymphoma,Metastatic,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01017,CMP,Cell Line,"PMID: 35839778,PMID: 8574789,PMID: 27397505,PMID: 8618432,PMID: 8324225,PMID: 16960149,PMID: 28196595,PMID: 7849311,PMID: 30894373,PMID: 26727417",71,Adult B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01008,CMP,Cell Line,"PMID: 1465024,PMID: 26589293,PMID: 12169673,PMID: 25355872,PMID: 9738977,PMID: 8547074,PMID: 19358282,PMID: 27397505,PMID: 30285677,PMID: 20628145,PMID: 19278952,PMID: 20164919,PMID: 8558920,PMID: 23257783,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 23699601,PMID: 25877200,PMID: 35839778,PMID: 2297573,PMID: 30629668,PMID: 25960936,PMID: 23292937,PMID: 16960149,PMID: 7849311,PMID: 30894373,PMID: 25485619",73,Diffuse Large B-Cell Lymphoma,Metastatic,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01003,CMP,Cell Line,"PMID: 26589293,PMID: 17170727,PMID: 35839778,PMID: 22675565,PMID: 22460905,PMID: 15472075,PMID: 3159941,PMID: 27397505,PMID: 9933131,PMID: 30285677,PMID: 8957066,PMID: 30629668,PMID: 2985879,PMID: 31068700,PMID: 16408098,PMID: 3874327,PMID: 30894373,PMID: 20164919",27,Adult T Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM01019,CMP,Cell Line,"PMID: 35839778,PMID: 27397505,PMID: 6949905,PMID: 16408098,PMID: 30894373,PMID: 20164919",2,Erythroleukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01032,CMP,Cell Line,"PMID: 8575860,PMID: 15172977,PMID: 1728357,PMID: 25877200,PMID: 26589293,PMID: 35839778,PMID: 9033652,PMID: 22460905,PMID: 27397505,PMID: 20215515,PMID: 16045545,PMID: 7913084,PMID: 31068700,PMID: 20164919,PMID: 11092977,PMID: 30894373,PMID: 30971826,PMID: 25485619",54,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM01031,CMP,Cell Line,"PMID: 22460905,PMID: 27397505,PMID: 11092977,PMID: 20164919,PMID: 36090890,PMID: 15172977,PMID: 21191746,PMID: 31978347,PMID: 31068700,PMID: 9033652,PMID: 25877200,PMID: 16832412,PMID: 35839778,PMID: 20215515,PMID: 16045545,PMID: 30971826,PMID: 1728357,PMID: 25984343,PMID: 7913084,PMID: 30894373,PMID: 25485619",49,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Female,Not provided,Cell Line
SIDM01030,CMP,Cell Line,"PMID: 8575860,PMID: 15172977,PMID: 1728357,PMID: 25877200,PMID: 26589293,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 20215515,PMID: 16045545,PMID: 7913084,PMID: 31068700,PMID: 11092977,PMID: 30894373,PMID: 9033652,PMID: 25485619",43,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM01028,CMP,Cell Line,"PMID: 22460905,PMID: 27397505,PMID: 11092977,PMID: 20164919,PMID: 15172977,PMID: 11520067,PMID: 31978347,PMID: 31068700,PMID: 9033652,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 16045545,PMID: 30971826,PMID: 1728357,PMID: 26699196,PMID: 12963126,PMID: 7913084,PMID: 30894373",51,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM01027,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 11092977,PMID: 20164919,PMID: 15172977,PMID: 31978347,PMID: 31068700,PMID: 9033652,PMID: 8575860,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 16045545,PMID: 30971826,PMID: 1728357,PMID: 25984343,PMID: 7913084,PMID: 30894373,PMID: 26512696,PMID: 25485619",59,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Male,East Asian,Cell Line
SIDM01026,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 11092977,PMID: 20164919,PMID: 15172977,PMID: 31978347,PMID: 31068700,PMID: 9033652,PMID: 8575860,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 16045545,PMID: 30971826,PMID: 1728357,PMID: 25984343,PMID: 7913084,PMID: 30894373,PMID: 25485619",67,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Female,East Asian,Cell Line
SIDM01025,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 11092977,PMID: 20164919,PMID: 15172977,PMID: 11520067,PMID: 31068700,PMID: 9033652,PMID: 8575860,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 16045545,PMID: 30629668,PMID: 30971826,PMID: 1728357,PMID: 12963126,PMID: 7913084,PMID: 30894373,PMID: 25485619",58,Esophageal Squamous Cell Carcinoma,Primary,Esophagus,Female,East Asian,Cell Line
SIDM00926,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 20215515,PMID: 22961666,PMID: 11030152,PMID: 28196595,PMID: 31068700,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 29681454,PMID: 25485619",Not provided,Non-Small Cell Lung Carcinoma,Primary,Lung,Female,Not provided,Cell Line
SIDM01079,CMP,Cell Line,"PMID: 3518877,PMID: 26589293,PMID: 833871,PMID: 327080,PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 31978347,PMID: 20215515,PMID: 1176156,PMID: 31068700,PMID: 20164919,PMID: 30894373,PMID: 12068308,PMID: 29275043",60,Melanoma,Primary,Skin,Female,White,Cell Line
SIDM01078,CMP,Cell Line,"PMID: 3518877,PMID: 26589293,PMID: 35839778,PMID: 17426248,PMID: 212181,PMID: 22460905,PMID: 27397505,PMID: 9559344,PMID: 20215515,PMID: 7736387,PMID: 31978347,PMID: 3335022,PMID: 28196595,PMID: 9815546,PMID: 31068700,PMID: 30894373,PMID: 12068308,PMID: 20164919",54,Small Cell Lung Carcinoma,Primary,Lung,Male,White,Cell Line
SIDM01077,CMP,Cell Line,"PMID: 23671654,PMID: 30305041,PMID: 14518030,PMID: 22460905,PMID: 34402095,PMID: 27397505,PMID: 23447416,PMID: 23615946,PMID: 31978347,PMID: 28145883,PMID: 21698104,PMID: 31068700,PMID: 14518029,PMID: 25877200,PMID: 35839778,PMID: 11317522,PMID: 25984343,PMID: 30244336,PMID: 31395879,PMID: 30894373",59,Prostate Carcinoma,Metastatic,Prostate,Male,White,Cell Line
SIDM01972,CMP,Cell Line,,Not provided,Pancreatic Ductal Adenocarcinoma,Not provided,Pancreas,Not provided,Not provided,Cell Line
SIDM01034,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 22460905,PMID: 3159941,PMID: 10233379,PMID: 14671638,PMID: 27397505,PMID: 30285677,PMID: 31160637,PMID: 28196595,PMID: 9680106,PMID: 2985879,PMID: 30629668,PMID: 31068700,PMID: 3874327,PMID: 30894373,PMID: 9067587,PMID: 35354797",0.25,Childhood B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01020,CMP,Cell Line,"PMID: 10936422,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 18700954,PMID: 30285677,PMID: 2768132,PMID: 17171682,PMID: 11039672,PMID: 19306352,PMID: 8695815,PMID: 16956823,PMID: 31978347,PMID: 9290701,PMID: 32123307,PMID: 18647998,PMID: 17692805,PMID: 2519219,PMID: 28196595,PMID: 31068700,PMID: 2479409,PMID: 25877200,PMID: 25688540,PMID: 35839778,PMID: 21173094,PMID: 22806891,PMID: 31160637,PMID: 15215163,PMID: 25984343,PMID: 30894373,PMID: 25485619",64,Plasma Cell Myeloma,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01043,CMP,Cell Line,"PMID: 35839778,PMID: 22460905,PMID: 27397505,PMID: 9663606,PMID: 28196595,PMID: 31068700,PMID: 30894373,PMID: 30971826,PMID: 20164919",76,Endometrial Stromal Sarcoma,Primary,Endometrium,Female,White,Cell Line
SIDM01041,CMP,Cell Line,"PMID: 23795680,PMID: 10078940,PMID: 35839778,PMID: 9407969,PMID: 27397505,PMID: 20075370,PMID: 27594985,PMID: 30894373,PMID: 30971826",68,Esophageal Adenocarcinoma,Primary,Esophagus,Male,White,Cell Line
SIDM00780,CMP,Cell Line,"PMID: 26589293,PMID: 25984343,PMID: 3479249,PMID: 8806095,PMID: 22460905,PMID: 10674020,PMID: 31978347,PMID: 19956504,PMID: 31068700,PMID: 25926053,PMID: 30894373",43,Cecum Adenocarcinoma,Primary,Large Intestine,Female,East Asian,Cell Line
SIDM01033,CMP,Cell Line,"PMID: 26589293,PMID: 35839778,PMID: 22460905,PMID: 10496353,PMID: 10022529,PMID: 27397505,PMID: 24035680,PMID: 31978347,PMID: 7542171,PMID: 19802009,PMID: 31068700,PMID: 29732388,PMID: 9464244,PMID: 30894373,PMID: 24367658,PMID: 20164919",76,Bladder Carcinoma,Primary,Bladder,Female,Not provided,Cell Line
SIDM01076,CMP,Cell Line,"PMID: 26589293,PMID: 9108419,PMID: 22460905,PMID: 11843816,PMID: 27397505,PMID: 20519628,PMID: 30285677,PMID: 9823951,PMID: 20164919,PMID: 20575032,PMID: 29786757,PMID: 31978347,PMID: 10490826,PMID: 31068700,PMID: 15843827,PMID: 11021758,PMID: 35839778,PMID: 21538216,PMID: 31160637,PMID: 30629668,PMID: 7888679,PMID: 35124168,PMID: 25984343,PMID: 7630190,PMID: 6982733,PMID: 30894373,PMID: 35354797",12,Childhood B Acute Lymphoblastic Leukemia,Primary,Haematopoietic and Lymphoid,Male,Not provided,Cell Line
SIDM00189,CMP,Cell Line,"PMID: 30894373,PMID: 27397505,PMID: 20164919",Not provided,Melanoma,Not provided,Skin,Not provided,Not provided,Cell Line
SIDM01048,CMP,Cell Line,"PMID: 10936422,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 30285677,PMID: 2117464,PMID: 32123307,PMID: 18647998,PMID: 17692805,PMID: 31068700,PMID: 25877200,PMID: 10087940,PMID: 35839778,PMID: 20215515,PMID: 10557056,PMID: 11157491,PMID: 25984343,PMID: 30894373,PMID: 1373872,PMID: 25485619",58,Plasma Cell Myeloma,Metastatic,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01040,CMP,Cell Line,"PMID: 10337661,PMID: 26589293,PMID: 25877200,PMID: 25984343,PMID: 35839778,PMID: 23839242,PMID: 22460905,PMID: 23415752,PMID: 22710073,PMID: 30485824,PMID: 27397505,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 30894373",65,High Grade Ovarian Serous Adenocarcinoma,Primary,Ovary,Female,East Asian,Cell Line
SIDM01036,CMP,Cell Line,"PMID: 10936422,PMID: 26589293,PMID: 27397505,PMID: 18700954,PMID: 30285677,PMID: 8943038,PMID: 11429052,PMID: 17171682,PMID: 19306352,PMID: 16956823,PMID: 32123307,PMID: 18647998,PMID: 17692805,PMID: 28196595,PMID: 31068700,PMID: 1943229,PMID: 10583232,PMID: 30545397,PMID: 25877200,PMID: 10087940,PMID: 25688540,PMID: 35839778,PMID: 21173094,PMID: 22806891,PMID: 10557056,PMID: 11157491,PMID: 25984343,PMID: 11154231,PMID: 30894373,PMID: 1373872,PMID: 25485619",57,Plasma Cell Myeloma,Primary,Haematopoietic and Lymphoid,Female,Not provided,Cell Line
SIDM01130,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 3335022,PMID: 11005564,PMID: 20164919,PMID: 16187286,PMID: 3940644,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 27602502,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 10536175,PMID: 11369051,PMID: 20215515,PMID: 10358721,PMID: 1311061,PMID: 8806092,PMID: 30971826,PMID: 2388294,PMID: 24002593,PMID: 9649128,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",Not provided,Squamous Cell Lung Carcinoma,Primary,Lung,Male,Not provided,Cell Line
SIDM01127,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 8806101,PMID: 11005564,PMID: 20164919,PMID: 26361996,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 1563005,PMID: 25877200,PMID: 35839778,PMID: 10536175,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 7972006,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 29681454,PMID: 25485619",73,Adenosquamous Lung Carcinoma,Primary,Lung,Male,White,Cell Line
SIDM01125,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 22460905,PMID: 1565469,PMID: 27397505,PMID: 31978347,PMID: 20215515,PMID: 11030152,PMID: 3335022,PMID: 31068700,PMID: 31803961,PMID: 29444439,PMID: 1311061,PMID: 30894373,PMID: 8806092,PMID: 29681454",56,Adenosquamous Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01126,CMP,Cell Line,"PMID: 6108156,PMID: 2986243,PMID: 35839778,PMID: 6713399,PMID: 27397505,PMID: 6272398,PMID: 8806103,PMID: 2985257,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 6270685,PMID: 20164919",48,Small Cell Lung Carcinoma,Primary,Lung,Female,Black,Cell Line
SIDM01124,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 31978347,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 30971826,PMID: 11030152,PMID: 31803961,PMID: 29444439,PMID: 30894373,PMID: 29681454,PMID: 25485619",Not provided,Lung Adenocarcinoma,Primary,Lung,Male,Not provided,Cell Line
SIDM01122,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 11369051,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 25984343,PMID: 9649128,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 29681454",43,Large Cell Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01121,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 30038707,PMID: 12569360,PMID: 6713399,PMID: 8712684,PMID: 22460905,PMID: 9744504,PMID: 27397505,PMID: 9559344,PMID: 20615970,PMID: 7736387,PMID: 1847845,PMID: 8806103,PMID: 3335022,PMID: 2574988,PMID: 11005564,PMID: 6270685,PMID: 19394761,PMID: 20164919,PMID: 9413215,PMID: 8626706,PMID: 1845952,PMID: 23716474,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 7903701,PMID: 11414198,PMID: 25877200,PMID: 35839778,PMID: 17426248,PMID: 1662924,PMID: 10536175,PMID: 20215515,PMID: 2985258,PMID: 6272398,PMID: 2985257,PMID: 2473086,PMID: 9815546,PMID: 2594029,PMID: 6148444,PMID: 10358721,PMID: 8806092,PMID: 2388294,PMID: 6108156,PMID: 2986243,PMID: 9212023,PMID: 8784480,PMID: 3034934,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 10037197",55,Small Cell Lung Carcinoma,Primary,Lung,Male,White,Cell Line
SIDM01120,CMP,Cell Line,"PMID: 1563005,PMID: 35839778,PMID: 8626706,PMID: 23119007,PMID: 27397505,PMID: 20215515,PMID: 26087898,PMID: 11030152,PMID: 28196595,PMID: 31803961,PMID: 1311061,PMID: 30894373,PMID: 8806092,PMID: 20164919",0,Lung Carcinoid Tumor,Primary,Lung,Male,Not provided,Cell Line
SIDM01119,CMP,Cell Line,"PMID: 19472407,PMID: 26589293,PMID: 22460905,PMID: 23119007,PMID: 27397505,PMID: 22929519,PMID: 20164919,PMID: 24135919,PMID: 8626706,PMID: 28196595,PMID: 31068700,PMID: 20557307,PMID: 12068308,PMID: 1563005,PMID: 25877200,PMID: 35839778,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 26087898,PMID: 11030152,PMID: 31803961,PMID: 22538498,PMID: 30894373,PMID: 29681454,PMID: 25485619",65,Lung Carcinoid Tumor,Primary,Lung,Female,White,Cell Line
SIDM01117,CMP,Cell Line,"PMID: 35839778,PMID: 17426248,PMID: 27397505,PMID: 20215515,PMID: 8806103,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 20164919",62,Small Cell Lung Carcinoma,Metastatic,Lung,Male,Black,Cell Line
SIDM01116,CMP,Cell Line,"PMID: 1563005,PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 20164919,PMID: 22460905,PMID: 27397505,PMID: 20215515,PMID: 11030152,PMID: 28196595,PMID: 31068700,PMID: 31803961,PMID: 1311061,PMID: 30894373,PMID: 8806092,PMID: 25485619",51,Large Cell Lung Carcinoma,Primary,Lung,Male,Black,Cell Line
SIDM01131,CMP,Cell Line,"PMID: 7720728,PMID: 19472407,PMID: 10037197,PMID: 6713399,PMID: 22460905,PMID: 27397505,PMID: 20615970,PMID: 8806103,PMID: 3335022,PMID: 10709110,PMID: 11005564,PMID: 6270685,PMID: 20164919,PMID: 8626706,PMID: 1845952,PMID: 23716474,PMID: 31978347,PMID: 22961666,PMID: 31068700,PMID: 20557307,PMID: 1563005,PMID: 25877200,PMID: 35839778,PMID: 16157194,PMID: 17426248,PMID: 1565469,PMID: 20215515,PMID: 24700732,PMID: 2985257,PMID: 2473086,PMID: 6148444,PMID: 25960936,PMID: 8806092,PMID: 2388294,PMID: 2986243,PMID: 25984343,PMID: 1312696,PMID: 11030152,PMID: 31803961,PMID: 30894373,PMID: 2985258,PMID: 25485619",40,Small Cell Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01150,CMP,Cell Line,"PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 31978347,PMID: 22961666,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 18083107,PMID: 20215515,PMID: 1311061,PMID: 8806092,PMID: 25984343,PMID: 25714623,PMID: 11030152,PMID: 31803961,PMID: 29444439,PMID: 30894373,PMID: 29681454",59,Lung Adenocarcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01134,CMP,Cell Line,"PMID: 19472407,PMID: 25877200,PMID: 22460905,PMID: 10536175,PMID: 8784480,PMID: 27397505,PMID: 23716474,PMID: 20215515,PMID: 22961666,PMID: 8806103,PMID: 11030152,PMID: 31068700,PMID: 20557307,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 11005564",51,Small Cell Lung Carcinoma,Primary,Lung,Male,White,Cell Line
SIDM01149,CMP,Cell Line,"PMID: 26589293,PMID: 25877200,PMID: 35839778,PMID: 27397505,PMID: 22961666,PMID: 8806103,PMID: 20679594,PMID: 31803961,PMID: 30894373,PMID: 8806092,PMID: 25485619",63,Small Cell Lung Carcinoma,Metastatic,Lung,Male,White,Cell Line
SIDM01148,CMP,Cell Line,"PMID: 10936422,PMID: 26589293,PMID: 22460905,PMID: 27397505,PMID: 18700954,PMID: 30285677,PMID: 8943038,PMID: 17171682,PMID: 8806089,PMID: 19306352,PMID: 2423157,PMID: 16956823,PMID: 31978347,PMID: 32123307,PMID: 18647998,PMID: 17692805,PMID: 31068700,PMID: 30545397,PMID: 12068308,PMID: 3275865,PMID: 35839778,PMID: 10087940,PMID: 25688540,PMID: 21173094,PMID: 8806092,PMID: 11157491,PMID: 30894373,PMID: 25485619",62,Plasma Cell Myeloma,Metastatic,Haematopoietic and Lymphoid,Female,White,Cell Line
SIDM01145,CMP,Cell Line,"PMID: 26589293,PMID: 8806095,PMID: 29435981,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 24807215,PMID: 1676761,PMID: 23637631,PMID: 14720123,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 2158397,PMID: 20215515,PMID: 19956504,PMID: 25960936,PMID: 8806092,PMID: 30971826,PMID: 10674020,PMID: 31395879,PMID: 30894373,PMID: 25485619",33,Gastric Carcinoma,Metastatic,Stomach,Female,East Asian,Cell Line
SIDM01144,CMP,Cell Line,"PMID: 26589293,PMID: 8806095,PMID: 29435981,PMID: 22460905,PMID: 27397505,PMID: 20164919,PMID: 24807215,PMID: 1676761,PMID: 28196595,PMID: 31068700,PMID: 25877200,PMID: 35839778,PMID: 2158397,PMID: 20215515,PMID: 19956504,PMID: 25960936,PMID: 8806092,PMID: 30894373,PMID: 25485619",33,Gastric Carcinoma,Metastatic,Stomach,Female,East Asian,Cell Line
SIDM01140,CMP,Cell Line,"PMID: 26589293,PMID: 23415752,PMID: 6931103,PMID: 27397505,PMID: 11314036,PMID: 9359923,PMID: 20164919,PMID: 2653399,PMID: 10567668,PMID: 9290701,PMID: 25877200,PMID: 35839778,PMID: 11330945,PMID: 22710073,PMID: 9698466,PMID: 6740333,PMID: 16080959,PMID: 15677628,PMID: 30894373,PMID: 25485619",12,Ovarian Mixed Germ Cell Tumor,Metastatic,Ovary,Female,White,Cell Line
SIDM01138,CMP,Cell Line,"PMID: 26589293,PMID: 16912165,PMID: 22460905,PMID: 27397505,PMID: 14695172,PMID: 20164919,PMID: 9612602,PMID: 22585861,PMID: 26216984,PMID: 28196595,PMID: 31068700,PMID: 18000365,PMID: 25877200,PMID: 35839778,PMID: 25167228,PMID: 30971826,PMID: 25984343,PMID: 27259358,PMID: 31395879,PMID: 29444439,PMID: 30894373,PMID: 25485619",65,Pancreatic Adenocarcinoma,Primary,Pancreas,Female,White,Cell Line
